Feature ID	Taxon	Consensus	Confidence
09efcc5f93d7f650f35d68be9304c233	Unassigned	1	0.7
09f704662db3689a6db905a2eebcba36	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Alcidae;g__Fratercula;s__cirrhata	1	1
0a154d3aeb1186de45dc38ef5f4419a4	k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Hexagrammidae;g__Hexagrammos;s__	1	0.992405063291139
0a1a4feb506dce5d8e9208652ac1510a	k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupea;s__pallasii	1	1
0a1c1ef27864bd98d39fc641a47e5e16	k__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Stenobrachius;s__	1	0.992405063291139
0a59bbad6b0bdc3918bfc5b2dbf7d9eb	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Rissa;s__tridactyla	1	0.992405063291139
0a7c42c27179ac8a1ad77c07bd56ef5c	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Alcidae;g__Fratercula;s__cirrhata	1	1
0ab7738e973708559b40ba5762b5066d	Unassigned	1	0.7
0ac2948d078abb0deaa1504d291ab3f2	k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupea;s__pallasii	1	1
0aef4e5ad3b2bd9d6455a09a8f8b2856	k__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Osmeridae;g__Thaleichthys;s__pacificus	1	1
0b069a9f0eb21585a2470417efb39184	k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Gadidae;g__Gadus;s__	1	0.984810126582278
0b20180bd5d1edbbcc337c22dda0ad00	k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Gadidae;g__Gadus;s__	1	1
0b374282df643a843cdf2c4fb169c200	k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Zaproridae;g__Zaprora;s__silenus	1	0.992405063291139
0b476c94024469869f0ca841425cb718	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Rissa;s__tridactyla	1	1
0b57cf138f5903052fcb8ab1a3ad1ab3	k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupea;s__pallasii	1	0.992405063291139
0b625bd0ac697d00512fc69b3b651a7e	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Alcidae;g__Fratercula;s__arctica	1	0.931645569620253
0b64f99716400a388bd8d45ac7721027	k__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Salangidae;g__Mallotus;s__villosus	1	0.984810126582278
0b743b701f2d85417227c06d9ec0e9db	k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Stichaeidae;g__Eumesogrammus;s__praecisus	1	0.988607594936709
0b9b6325fe3916e526dc4454d8688f7e	k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupea;s__pallasii	1	1
0b9eb27926cff560b260dce186dc3871	k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Gadidae;g__Gadus;s__	1	0.992405063291139
0bab4326f0277f56f49b0366858e65fe	k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Zaproridae;g__Zaprora;s__silenus	1	1
0bb3a388f85d0abe7a53c78c675cd052	Unassigned	1	0.7
0bcea7cadb848243fb7c83facc899e69	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Rissa;s__tridactyla	1	0.988607594936709
